"GEOID","NAME","year","percent_white","percent_black","percent_asian","percent_native","labor_force_participation","percent_manufacturing","percent_edu_health_services","percent_unemployment","median_income_adj2024","percent_homeowner","median_home_value_adj2024","percent_family_households","percent_married","avg_household_size","percent_upper_edu","median_age","total_population","mean_commute_time","pop_density_sq_mile"
"06001","Alameda County, California",2008,0.479646872422624,0.126655624647307,0.247257808091331,0.00513711637800061,67.1,729861,3.8,4.4,102829.667905248,44.2,422432.076172782,62.6,1.8,2.79,0.392971573708194,37.3,1474368,28.4,1995.03959511606
"06007","Butte County, California",2008,0.841107031501745,0.0151722134729982,0.0422353031946518,0.00822830482397418,58.3,93117,3.2,6.9,58577.6335346029,42.3,72859.4101254064,61.7,2.6,2.49,0.246544076482494,34.3,220337,21.3,134.642120432683
"06013","Contra Costa County, California",2008,0.643974039116133,0.0919138819640226,0.1357168037774,0.00326501913658599,66.6,500898,4.2,4.6,114841.435206688,31.1,370407.378077102,69.4,2.5,2.77,0.387217127260021,38.1,1029703,32.2,1424.71666792846
"06017","El Dorado County, California",2008,0.864739457617492,0.00398693738463723,0.0422092858157035,0.00846230299588244,68.4,90129,5.8,5.6,98834.509986066,28.8,67932.2921504877,71.3,2.2,2.68,0.284140788110934,39.5,176075,27.4,103.094398791861
"06019","Fresno County, California",2008,0.594101322879647,0.0530548763519452,0.0862077120132695,0.0120474771573102,63.3,381368,6.3,6.1,63888.929400836,46.3,218819.254528565,71.7,3.6,3.18,0.188649384653707,30.2,909153,21.8,152.572571910529
"06023","Humboldt County, California",2008,0.828317829457364,0.0102790697674419,0.0265348837209302,0.0601782945736434,61.3,59414,6.1,5.2,58064.9094287041,46,41811.1170459823,59.4,3.5,2.34,0.254965493040122,35.8,129000,18,36.1548813879667
"06025","Imperial County, California",2008,0.794098992510917,0.0363537677164394,0.0211011636132998,0.0164723245432147,56.2,58317,10.4,8,55415.1045053414,45,37598.3070134696,80.4,3,3.28,0.12495758038517,29.7,163972,19.6,39.2595288079798
"06029","Kern County, California",2008,0.695278203228652,0.0550047597750288,0.0370113110244385,0.00857883861489297,60.1,313138,7.6,5.4,65343.8388295402,40.4,212492.735717603,73.3,4.5,3.1,0.146625431670081,30,800458,22.8,98.4333662286466
"06031","Kings County, California",2008,0.72439438729785,0.0770408913976912,0.0326047699942482,0.0162656001284126,57.8,52304,12.7,5.7,74442.8657686948,44.7,32734.0013934045,75.5,5.9,3.22,0.10103108648815,30.5,149518,20.4,107.611780291031
"06037","Los Angeles County, California",2008,0.526609733940685,0.0878718002719313,0.129297268752163,0.0062205125932755,65.6,4650036,3.1,4.5,81070.2995819786,51.8,2232850.66883418,66.9,2.9,3.05,0.281350962672908,34.8,9862049,29.3,2430.23051351995
"06039","Madera County, California",2008,0.806968105546305,0.0467529140514922,0.0181955465068461,0.00868316558014737,53.7,53936,6.1,5.5,69230.9010682768,40.4,36480.8313980492,73.3,2.1,3.24,0.128164969981728,31.9,148333,26.1,69.4086114632265
"06041","Marin County, California",2008,0.798343207633625,0.0337347363682404,0.0572602233172826,0.00326374430251533,66.8,132232,3.8,2.8,134362.930794241,35.1,96904.856014863,60.8,1.8,2.36,0.569298861181255,44.7,248794,27.9,478.00722414885
"06045","Mendocino County, California",2008,0.850848401201563,0.0142540680344696,0.0164577075190499,0.0517391354774359,61.4,39500,8.5,4.7,63111.8091035764,38.7,30924.1291221551,62.9,3.4,2.46,0.22477894060561,40.1,86221,18.3,24.5899291471878
"06047","Merced County, California",2008,0.653620026247679,0.0403954216896842,0.0662408529276726,0.01068191144862,61.4,97233,4.5,6.8,61794.2104040873,46.8,56241.8903855086,77.2,4.7,3.36,0.129163838932247,29.7,246117,26.7,127.194695367816
"06053","Monterey County, California",2008,0.737145978571324,0.0331448811722574,0.0629436750131051,0.00642517355072286,66.2,179262,4.7,6.2,86732.1760334417,48.1,95590.1788202508,70.8,3.9,3.1,0.230099388165335,32.3,408238,20.8,124.439126733364
"06055","Napa County, California",2008,0.815705260317912,0.0206170887261772,0.0550613416471188,0.00280290482864059,66.5,66567,4.1,4.1,95179.7073850441,35.1,43891.2285183465,66.3,2.1,2.76,0.304327193669783,38.5,133433,21.2,178.299609660305
"06057","Nevada County, California",2008,0.932453304227847,0.00286249716839309,0.0155995798925019,0.00803146687534752,61.1,46832,6,4.3,77704.7259637715,29.7,42618.9131444496,66,1.5,2.33,0.32206112414795,45.4,97118,22.3,101.399149287398
"06059","Orange County, California",2008,0.6240203882144,0.0162885837092906,0.163811517295141,0.00489178974471221,68.1,1493038,2.9,4.1,109670.371574547,39,866147.315373897,70.7,2.4,3.05,0.354047401284961,36.1,3010759,26,3808.01021103205
"06061","Placer County, California",2008,0.839269473160888,0.0161020047083595,0.0589334542104724,0.00507391539575078,64.2,167146,7.5,3.3,109823.750580585,26.9,137215.780306549,70.7,2.3,2.63,0.333312165549008,38.8,341945,26.7,243.063066310458
"06065","Riverside County, California",2008,0.656091169979186,0.062479885894704,0.0546522854384351,0.0111758253686237,63.8,906862,4.4,6.3,84419.8049233627,32.3,640091.493265211,73.1,3.2,3.2,0.200978339940866,31.8,2100516,31.5,291.482144642645
"06067","Sacramento County, California",2008,0.618835508846225,0.100974497795796,0.135313602371044,0.00878166974380162,66.2,648719,10.5,5.8,83239.5169530887,40.7,435175.680445889,65.6,3,2.71,0.27666654441062,34.4,1394154,25.8,1444.81272953432
"06071","San Bernardino County, California",2008,0.617581021705853,0.0873573142200754,0.0594346901662486,0.0124285795802725,65.1,860081,5.5,6.5,80372.0599163957,37.1,533582.189967487,75.8,3.3,3.4,0.178824452669554,30.5,2015355,28.6,100.480764316521
"06073","San Diego County, California",2008,0.730809524063401,0.0495432965287071,0.103411380999856,0.00845931053970048,66.7,1374270,4.6,4.4,92065.3831862517,43.6,854988.627496516,65.6,2.3,2.78,0.34170540484285,34.2,3001072,24.1,713.408752802101
"06075","San Francisco County, California",2008,0.547239967563933,0.0616433614841479,0.311774391329285,0.00419171891378731,68.8,452952,3.7,4.2,107800.608453321,60.5,186428.529958198,43.1,0.8,2.45,0.512138063706521,40.4,808976,29.3,17251.8304274429
"06077","San Joaquin County, California",2008,0.621481941973979,0.0761004063130216,0.137487581574924,0.0100581806932902,63.6,281469,5.7,7.5,80169.0153274501,40.9,176987.686948444,74.4,4.1,3.18,0.156005233105506,31.8,672388,29.1,483.254178720586
"06079","San Luis Obispo County, California",2008,0.868249546734415,0.010407204001553,0.0419265954760137,0.0119564111165976,61.6,127860,6.7,3.8,88425.1881096145,36.9,93029.479795634,62.9,1.7,2.49,0.311632576952867,37.3,265297,20.2,80.4241513743855
"06081","San Mateo County, California",2008,0.61045194965553,0.0310008559121076,0.240406067154022,0.00301954566501564,68.7,372213,3.7,3.5,124387.452392011,39.4,225278.701811426,66.1,1.7,2.74,0.428923919103857,39.9,712690,24.7,1589.18194961079
"06083","Santa Barbara County, California",2008,0.778248922041658,0.0204318740194773,0.046179538031949,0.00865573414636553,64.9,195748,3.5,3.2,89899.0873200186,46,109743.40919647,62.2,2.5,2.8,0.337271317085652,34,405396,20,148.218767490203
"06085","Santa Clara County, California",2008,0.519232938074774,0.0257047467864816,0.308895046129241,0.00491981009907061,68.2,886919,2.6,4,129782.011147236,39.6,518831.511843939,70,2.5,2.95,0.44051704405732,37,1764499,24.4,1367.56563073102
"06087","Santa Cruz County, California",2008,0.870429846288769,0.0089358726697401,0.0362570465795202,0.00217668693237259,68.5,131182,5.2,4.4,98551.1240130051,40.3,81800.6758012076,64,1.9,2.65,0.407082523073589,37.7,253137,26.6,568.689336352047
"06089","Shasta County, California",2008,0.876202736746313,0.00967183459664621,0.0304970756988913,0.0206865171407327,58.6,75588,5.8,6.3,61446.5513237343,34.9,66652.6730143985,68.5,3.2,2.54,0.18534630515336,38.7,180214,18.6,47.7340072733096
"06095","Solano County, California",2008,0.507065997570642,0.145233917769898,0.139454989386894,0.00210299007398501,65.1,187524,7.1,4.2,103180.248490478,36.1,127056.247097074,71.3,2.9,2.92,0.240684006976568,36.1,407515,30.1,495.901868770574
"06097","Sonoma County, California",2008,0.831214742223203,0.0153275585388899,0.0390173565210684,0.0109118333294054,67.3,237622,4,4.2,90914.3102647469,36.5,167986.530422666,60.9,2.1,2.52,0.311511202923884,39.3,466741,25.3,296.185925238194
"06099","Stanislaus County, California",2008,0.792357067049936,0.0318918961256643,0.0492623762957857,0.00813011314015829,63.8,217476,3.9,6.9,73562.0320483047,37.8,146146.820715281,73.9,3.1,3.13,0.151187586379393,32.2,510694,26.8,341.710702615119
"06101","Sutter County, California",2008,0.680458099710434,0.0184584684459965,0.127875323999263,0.010292060255729,65.3,40126,6.7,7.7,73068.2977241059,39.7,27310.2275894101,75,3.8,2.95,0.172885202968136,33.7,92207,28.6,153.063300204974
"06107","Tulare County, California",2008,0.803767981307885,0.015107582880575,0.029410522759902,0.012311272508891,62.2,173047,6.3,5.7,65904.767765908,41.1,106760.552717139,80.9,3.7,3.4,0.13112510940447,28.9,426276,20.7,88.3609084285128
"06111","Ventura County, California",2008,0.646449971168551,0.0145962343620729,0.0641173816030286,0.0271053225361647,67.5,385504,4.9,4.2,112273.432419879,33.7,248672.65211333,73.4,2.8,3.07,0.299177608981531,35.9,797740,26.9,432.845611872458
"06113","Yolo County, California",2008,0.684379079015269,0.0284380090864018,0.115457001487418,0.00900039462101205,65.4,95561,8.9,4.9,87646.6070599164,46.6,53625.6827682304,58.7,2,2.75,0.403676256154255,30.2,197658,20.7,194.784752572358
"06115","Yuba County, California",2008,0.687670220482571,0.0189004612205236,0.0629832893098115,0.014233511708432,64.6,29898,5.7,6.7,75731.2494194148,41.8,21433.6205294937,72,3.6,2.88,0.141209255579159,30.3,73067,29.1,115.605788138021
"08001","Adams County, Colorado",2008,0.783771551123862,0.0289924704527941,0.0314876194189901,0.0112571837079538,74.1,224908,4,3.6,82574.8745935903,31.2,150185.801207617,71,3.7,2.87,0.214207220484624,32.4,430836,29.2,369.001977052226
"08005","Arapahoe County, Colorado",2008,0.770145882420862,0.0945006332516661,0.0423051803955387,0.00800314641283679,72.5,294797,3.9,3.4,85211.532745007,32,213331.207617278,63.3,2.1,2.56,0.381513058846632,36.4,554282,26.4,694.67259615377
"08013","Boulder County, Colorado",2008,0.87097533437258,0.0106221496038013,0.0367579589372393,0.00450946749397089,70.8,162271,2.5,2.8,97085.9893172318,34.9,112555.357640502,57.2,1.8,2.38,0.570191922294114,36.3,293161,21.3,403.611200845126
"08031","Denver County, Colorado",2008,0.777430362431039,0.0939541378336983,0.0333167976990414,0.0116400843818429,71,312052,3.9,3.7,66947.745006967,44.9,199868.91314445,47.7,1.7,2.36,0.385663443843149,35.4,598707,26.2,3912.57636712635
"08035","Douglas County, Colorado",2008,0.908477982759665,0.0108010448255833,0.0371105512417104,0.00163565805837767,78.5,157389,3.6,2.7,144426.054342777,20.3,113125.0510915,74.2,2.5,2.88,0.52905975762641,33.9,280621,26.2,333.97787570872
"08041","El Paso County, Colorado",2008,0.819766027517687,0.0612378429434966,0.0281954792610724,0.00775434399289996,70.8,283442,6.1,3.9,86499.9163957269,32.8,217663.799349745,68.9,2.7,2.62,0.355370242485048,34.6,596053,22.3,280.253064460675
"08059","Jefferson County, Colorado",2008,0.88840306071748,0.0136911045320143,0.0287171948798044,0.00701617545313581,73.3,296235,5,4.3,96912.1597770553,27.9,229263.634463539,66,2,2.42,0.400231450450179,40.1,533339,26.2,697.920616259072
"08069","Larimer County, Colorado",2008,0.912825066165799,0.00783061555536583,0.0151967898915735,0.00733543925552805,70.7,158851,3.7,3.5,82285.6456107757,32.6,116652.768230376,62.1,1.6,2.39,0.426567665424778,34.5,292825,22,112.793222869528
"08077","Mesa County, Colorado",2008,0.874569570653275,0.0106585830929448,0.00653065215721061,0.0131870280992659,66.4,72600,4.4,2.4,81419.4194147701,30.4,57921.7556897352,66.9,2.3,2.49,0.234069078275087,37,143171,20.4,43.0068426407879
"08101","Pueblo County, Colorado",2008,0.869775483772179,0.0244103179211035,0.00334317997664878,0.014502000165883,59.7,67680,7.3,4.7,62268.9549465862,32.7,59779.8327914538,67.8,2.8,2.48,0.180951280124834,37.3,156737,21.9,65.6874650318848
"08123","Weld County, Colorado",2008,0.910651586427785,0.00754278850965869,0.0120108097287559,0.0059973976578921,71,128153,3.8,3.4,81897.0854621458,30.5,87455.2484904784,70.7,2.5,2.84,0.275647438034901,31.2,249775,25.5,62.6450849590525
"09001","Fairfield County, Connecticut",2008,0.795211333698312,0.100987676390736,0.0437884763639208,0.00194406891389115,68.2,442829,2.4,4.6,123499.314909429,28,340711.74175569,70.1,1.7,2.69,0.438375317307757,39.5,895030,28.9,1432.12490092607
"09003","Hartford County, Connecticut",2008,0.746536009994164,0.122084275605486,0.0363131930259702,0.00299209403268165,68,444232,4.2,4.4,93756.9345099861,33.4,333314.491407339,65,1.8,2.49,0.339330217415019,39.7,877312,22.5,1193.45526652972
"09005","Litchfield County, Connecticut",2008,0.944552451463421,0.0136941063676796,0.0137313909824496,0.00108125382833098,71.4,103363,3.3,4,98280.8848118904,22,84462.166744078,68.6,1.5,2.51,0.294983353510896,42.3,187745,26.9,203.944139911158
"09007","Middlesex County, Connecticut",2008,0.900317972741726,0.042537956478998,0.0232290010558637,0.00337997742636261,68.1,86530,4.3,3.3,109305.183464933,24.9,73195.3831862517,64.7,1.2,2.39,0.391511194839695,41,164794,24.6,446.229284841823
"09009","New Haven County, Connecticut",2008,0.770328837810143,0.121551682364162,0.0340538540907055,0.00173974501862071,69.4,435650,4.2,4.9,89951.6744078031,35.7,303003.878309336,64.8,1.9,2.54,0.326630062857454,38.1,846101,24.4,1399.69714551308
"09011","New London County, Connecticut",2008,0.835490078217444,0.0564571921109637,0.0350258393536948,0.00504689644222154,69.5,136072,5.3,3.3,100239.753831863,31.4,103638.924756154,66.8,1.6,2.46,0.313619051304305,38.9,264519,22.7,397.745158548106
"09013","Tolland County, Connecticut",2008,0.906614287832028,0.0290149993935555,0.0298505451262078,0.00127353341509103,70.3,82873,4.9,2.4,110200.624709707,26.4,57641.2912215513,69.9,2.1,2.5,0.353373208775415,36.7,148406,24.6,361.773195890844
"09015","Windham County, Connecticut",2008,0.903600494269036,0.0169585410541565,0.0113426221824535,0,69,59119,4.8,6.6,78603.0887134231,30,43632.6753367394,69.2,2.7,2.66,0.225070369675361,38.4,117345,25.9,228.839269059359
"10001","Kent County, Delaware",2008,0.71456423125181,0.221625969179294,0.0205771643663739,0.00582311874658173,67,71189,9.1,3.6,81859.1058987459,26.3,61836.5722248026,71.3,2.2,2.66,0.192604511188582,35.8,155415,25.9,265.062248900236
"10003","New Castle County, Delaware",2008,0.705496742132879,0.226039902499995,0.0381031679949249,0.00231666355134893,68.2,266732,4.1,4.4,92448.1003251277,27.7,207602.136553646,66.7,2.6,2.6,0.325069796298211,37.8,529641,25.2,1242.45562078247
"10005","Sussex County, Delaware",2008,0.799139526473654,0.135612329553915,0.0101097662149801,0.00276542789678572,59.4,83056,4.9,4.6,69277.6451463075,23.4,83397.2782164422,67.1,1.8,2.48,0.206141142496165,41.7,188036,23.4,200.874185631642
"11001","District of Columbia, District of Columbia",2008,0.374955435063607,0.534404130895033,0.0339470762867228,0.00373754082655073,68,306366,16.1,5.2,84630.1532745007,56.6,158595.35299582,42.9,1.7,2.23,0.482353727883339,34.9,591833,29.5,9680.20811586256
"12001","Alachua County, Florida",2008,0.73263204123233,0.187824199134917,0.0457856184020815,0.00171525165310485,62.6,120900,4.8,2.5,62955.5085926614,44,80824.8931723177,53,1.6,2.29,0.453845935028731,30.5,241364,20.6,275.827636264226
"12005","Bay County, Florida",2008,0.823167384382663,0.110085027997023,0.0175789589254999,0.00210435143278885,66.4,74641,7.4,3.5,66808.9735253135,34.6,66556.2633534603,62.3,1.7,2.26,0.183189597865683,38.9,163946,19.8,216.156436078772
"12009","Brevard County, Florida",2008,0.844434793791855,0.0970903282443744,0.0209274194299944,0.00115000158428095,59.2,240427,6.4,4.4,72177.2387366465,24.7,239047.754296331,64.3,2.6,2.42,0.256724172798407,44.1,536521,24.5,528.375986392347
"12011","Broward County, Florida",2008,0.661957225590641,0.247264500346613,0.0299851419056505,0.00188381449880484,67.1,862543,4.1,5.1,75408.4231305156,29.6,686170.928936368,61.8,1.8,2.58,0.296515819514999,40.1,1751234,26.9,1450.70247532515
"12015","Charlotte County, Florida",2008,0.891003598560576,0.0576902572304412,0.0133080101292816,0.000999600159936026,51.4,60449,7.4,4.8,67784.7561542034,22.9,83303.7900603809,66.7,3,1.99,0.212124036261967,50.8,150060,23.7,220.580280361676
"12017","Citrus County, Florida",2008,0.939879504440799,0.0311704474741189,0.0142628839735249,0.00320331504214516,43.8,47847,5,4.7,55708.7157454714,16.5,68611.5420343706,67.6,2.4,2.42,0.157080834099411,50.7,141416,25.1,243.072867867781
"12019","Clay County, Florida",2008,0.833619340973436,0.102323969966491,0.0281388210710941,0.00226821201015553,68.9,91029,6.5,4.6,89295.7965629354,22.8,74676.5861588481,75.8,2.1,2.75,0.206613048817182,37.1,184727,31,305.439973017729
"12021","Collier County, Florida",2008,0.895209637820452,0.0532516224806349,0.00860247797042422,0.00113874984932976,56.7,135515,3.1,4,89346.9228982815,22.9,132211.242452392,67.2,1.5,2.67,0.308746093952316,45,315258,22.3,157.75024508049
"12023","Columbia County, Florida",2008,0.787796017969053,0.170511896178803,0.0071127502634352,0.000513005379623981,53.9,999999999,999999999,7.9,56659.6655829076,29.1,26360.7385044124,65,1,2.73,0.150654280291679,40.4,72124,20.3,90.4327480462771
"12031","Duval County, Florida",2008,0.631733261884785,0.291083503141151,0.036234285432252,0.00372167029785114,69.7,418062,4.9,4.8,74054.305620065,36.4,312471.014862982,62.1,1.8,2.49,0.235668869912667,36.6,850962,23.6,1116.04107829013
"12033","Escambia County, Florida",2008,0.707294207744793,0.225104724053357,0.0258566906208841,0.00408993229660097,61.9,129615,6.2,5,60583.2466326057,30.9,116503.771481654,63,1.7,2.47,0.234713804373122,38,302939,21,461.357102652424
