year,county_fips,state,dem_vote_pct,rep_vote_pct,incumbent_party,incumbent_vote_pct,partisan_lean,percent_car,percent_pt,NAME,percent_white,percent_black,percent_asian,percent_native,labor_force_participation,percent_manufacturing,percent_edu_health_services,percent_unemployment,median_income_adj2024,percent_homeowner,median_home_value_adj2024,percent_family_households,percent_married,avg_household_size,percent_upper_edu,median_age,total_population,mean_commute_time,pop_density_sq_mile,gas_price
2012,12057,FL,0.528437452730298,0.4615109333667834,DEMOCRAT,0.528437452730298,0.06692651936351457,0.899165475507776,0.0136964727431462,"Hillsborough County, Florida",0.725268558852855,0.166671623311675,0.0345045102860819,0.00320642756854649,65.4,1,588529,6.9,63715.0152439024,41.9,379766.968641115,62.6,2.7,2.63,0.29864227293916,36.4,1277746,25.9,1252.41178097854,3.330768891687657
2016,12057,FL,0.5151691597229194,0.4465247799752368,DEMOCRAT,0.5151691597229194,0.06864437974768262,0.883323796904174,0.0155152683250015,"Hillsborough County, Florida",0.706093713442006,0.165931328738198,0.0398346797574257,0.0034608839459454,65.3,1.4,670684,3.8,71533.025,56.9,256579.583333333,62.6,2.4,2.63,0.322817678966908,37,1376238,27.5,1348.95095318658,2.938953203089505
2024,12057,FL,0.478360637685214,0.5089591707056472,DEMOCRAT,0.478360637685214,-0.03059853302043325,0.7603871454681338,0.00791260615298856,"Hillsborough County, Florida",0.483121562437952,0.162038565193692,0.0482393738309602,0.0028259305209349,67.1,1.2,818044,3,85183,61.4,420000,45.7,1,173529,0.396132134225946,38.2,1581426,29.9,1550.07063465334,3.1
2008,12061,FL,0.42087518238868976,0.569137708773073,REPUBLICAN,0.569137708773073,-0.14826252638438325,0.9194688443590447,0.00111515234696678,"Indian River County, Florida",0.875690586857121,0.0886671957072138,0.0112005441559914,0.00321203189358727,58.8,59370,3,4.6,67793.5206688342,25.5,65738.2419879238,64,1.7,2.18,0.279759700448504,45.3,132315,21.6,263.131013758123,3.114738133677753
2008,12069,FL,0.42843336101166574,0.5635626097491254,REPUBLICAN,0.5635626097491254,-0.13512924873745968,0.9222692746075192,0.00239606645756549,"Lake County, Florida",0.849835472248351,0.0884218680327949,0.0171525470067666,0.00161110261259003,52.7,123305,5.4,4,65763.0747793776,19.7,140978.678588017,68.7,1.5,2.53,0.199265067003438,45,307243,28.2,327.22063650994,3.114738133677753
2016,12069,FL,0.36863347842921,0.5994767162182774,DEMOCRAT,0.36863347842921,-0.23084323778906735,0.9143971785214194,0.00430560027555841,"Lake County, Florida",0.845308232656323,0.106527805936863,0.020030054025689,0.00362854655392432,52.2,1.2,136073,3,65816.9875,73.5,214384.166666667,67.3,2.1,2.57,0.229644016626914,46.7,335396,27.7,357.204208404708,2.938953203089505
2024,12069,FL,0.37279750251336047,0.6195213150607616,DEMOCRAT,0.37279750251336047,-0.2467238125474011,0.803160424175939,0.00115446899650002,"Lake County, Florida",0.645460193964935,0.112202951796922,0.0217467649998649,0.00150381356313766,54.3,2,193246,2.1,76617,76.9,360100,53.2,0.7,79742,0.30307905871109603,46.3,444204,30.5,473.087151278503,3.1
2008,12071,FL,0.44452903340810174,0.5481661937937283,REPUBLICAN,0.5481661937937283,-0.10363716038562659,0.9140584729381444,0.00730106314432989,"Lee County, Florida",0.84973260769874,0.0756386393676998,0.0137253513528095,0.00406314909228238,57.3,253274,4,4.9,74128.8039944264,25,267399.498374361,66.6,2,2.39,0.260908434800829,43,593136,25.5,756.180551921336,3.114738133677753
2012,12071,FL,0.41386578300759674,0.5791986955508968,DEMOCRAT,0.41386578300759674,-0.16533291254330001,0.8810364190598428,0.01314375100272742,"Lee County, Florida",0.846784328979239,0.082402877452568,0.0175222728280022,0.00282817262855788,53.9,0.9,252620,6.7,63390.3789198606,31.9,228697.386759582,66.7,2.6,2.6,0.242368903851892,46.5,645293,27.7,822.674760747914,3.330768891687657
2016,12071,FL,0.3826603762024386,0.5868237240365174,DEMOCRAT,0.3826603762024386,-0.2041633478340788,0.8897856633898752,0.00453865454557734,"Lee County, Florida",0.851443095733841,0.0837214260399592,0.0154097262215922,0.00201706684977628,53.1,0.8,301862,3.2,69332.8354166667,70.2,276366.875,65.5,2.2,2.72,0.282950497027454,48.2,722336,27.1,920.895772896351,2.938953203089505
2024,12071,FL,0.35472267229168575,0.6385746894520702,DEMOCRAT,0.35472267229168575,-0.28385201716038444,0.8036116800642259,0.00466770279032905,"Lee County, Florida",0.63688863232744,0.0774961409312174,0.016251644967995,0.00491893342191672,56,0.4,395440,1.9,83602,76.5,396500,52.7,1.1,161903,0.324241701603908,48.4,860959,31.9,1097.62424098629,3.1
2008,12073,FL,0.6173759151593454,0.3748452304048234,REPUBLICAN,0.3748452304048234,0.242530684754522,0.917342083436404,0.01264496602301995,"Leon County, Florida",0.634412999928047,0.305143090853319,0.0245358115298243,0.00297656241124277,70.5,140974,16.6,5,68655.3646075244,42.2,91684.1267998142,55.7,2.1,2.32,0.405632921894745,31,264063,19.8,395.976908536809,3.114738133677753
2012,12073,FL,0.6125996777955283,0.3761636097685925,DEMOCRAT,0.6125996777955283,0.2364360680269358,0.9137278371031587,0.01841530330451585,"Leon County, Florida",0.623327424771557,0.308028713495836,0.0318181337637304,0.00234697940930828,67.2,0.3,141466,7.6,63616.3915505226,46,80607.06228223,55,0.9,2.48,0.450534076254897,30.2,283769,20.2,425.527133140886,3.330768891687657
2016,12073,FL,0.6051849709462835,0.353778297794021,DEMOCRAT,0.6051849709462835,0.25140667315226256,0.913021434808326,0.01156240317719629,"Leon County, Florida",0.617312088721501,0.3064810890064,0.03544899278026,0.0018101465489087,64.1,0.3,143544,4.3,66971.4645833333,51.8,258938.333333333,55.5,1.8,2.44,0.47571880669575,30.8,287822,20.3,431.60482827538,2.938953203089505
2024,12073,FL,0.6027984336934478,0.38518003596892897,DEMOCRAT,0.6027984336934478,0.2176183977245188,0.7888901459441113,0.02238741406733527,"Leon County, Florida",0.547003540906792,0.301482921114986,0.0382610952850031,8.5527541865232e-4,64.9,0.3,153372,4.1,63548,54.4,319800,33.8,1.1,34535,0.511902051694939,32.3,300488,20.9,450.598187903677,3.1
2008,12081,FL,0.4607681882179559,0.5310801742174033,REPUBLICAN,0.5310801742174033,-0.07031198599944738,0.9123048599781474,0.00538085045875679,"Manatee County, Florida",0.838706510517282,0.0843251014992114,0.015571657493207,2.0268173267546e-4,58.3,135822,3.3,5.1,67347.9911751045,28.3,137738.729679517,63.6,1.4,2.38,0.254640878608222,43.3,315766,23,424.973774176246,3.114738133677753
2012,12081,FL,0.4332697031096286,0.5578633274915141,DEMOCRAT,0.4332697031096286,-0.12459362438188554,0.9076189078097476,0.00745742806811509,"Manatee County, Florida",0.855137093996616,0.0871591368544003,0.0187064795819045,0.00399227301996137,56.2,1.9,138278,5.7,65028.6280487805,31.1,123090.587979094,63.8,1.1,2.52,0.267352717157333,46.5,333895,24.3,449.372694744138,3.330768891687657
2016,12081,FL,0.3979928251321539,0.5696532147207725,DEMOCRAT,0.3979928251321539,-0.17166038958861857,0.8991308163357488,0.00775618978789853,"Manatee County, Florida",0.851554186353382,0.0890690844081216,0.0190030008938833,0.00270027242157238,53.4,0.9,156980,3.4,67811.4416666667,69.6,282656.875,66.1,1.6,2.61,0.277032376948879,47.7,375888,26.3,505.888987502013,2.938953203089505
2024,12081,FL,0.3787206152232806,0.6138512627807393,DEMOCRAT,0.3787206152232806,-0.23513064755745872,0.7825294681657945,0.00486087591171237,"Manatee County, Florida",0.68997844451426,0.0744427863301567,0.0275268789052955,0.00635319579711663,57,0.9,214093,2.1,81395,74.1,433800,52.1,0.8,90190,0.375384475436213,49.9,458352,27.7,616.873188820933,3.1
2016,12083,FL,0.3551287922152261,0.6172467086433887,DEMOCRAT,0.3551287922152261,-0.2621179164281626,0.9053161244467418,0.0047895195942235,"Marion County, Florida",0.822173514411782,0.12647699272248,0.0123431321987279,5.5584207208755e-4,46.1,3.1,125578,2.9,51608.1395833333,71.5,166422.916666667,65.8,1.1,2.53,0.180017839155408,48.6,349020,25,219.781652456545,2.938953203089505
2012,12085,FL,0.38171490877740166,0.6108934616408657,DEMOCRAT,0.38171490877740166,-0.229178552863464,0.8809840180120326,0.00249141844756948,"Martin County, Florida",0.844197907497127,0.0617200991822171,0.0104289160512576,0.00255347171358111,51.5,1,55462,7.5,61394.618902439,26.9,60868.6258710801,63.9,2.2,2.39,0.302147334726359,50.4,148817,24.5,273.824561327213,3.330768891687657
2008,12086,FL,0.5788524654713568,0.4175528034038769,REPUBLICAN,0.4175528034038769,0.16129966206747992,0.8675685578145661,0.05494147713772145,"Miami-Dade County, Florida",0.754990837049592,0.191727283909692,0.0153074435681092,0.00121922489153527,62.2,1118937,4.2,4.1,64372.4384579656,39.9,725126.274965165,68.2,2.2,2.83,0.277862380129278,39.1,2398245,29.6,1263.71261161127,3.114738133677753
2012,12086,FL,0.6164537967059617,0.3791138476672352,DEMOCRAT,0.6164537967059617,0.23733994903872646,0.8535701470802642,0.05948688220745241,"Miami-Dade County, Florida",0.759184650149458,0.188175381652506,0.016196230463888,0.00123348391665879,62.8,1,1164745,7.4,56708.6236933798,45.7,623441.459059233,68.2,2.1,3.03,0.272878891478169,38.6,2591035,29.5,1365.29987829692,3.330768891687657
2016,12086,FL,0.636751125275963,0.3407443756605768,DEMOCRAT,0.636751125275963,0.2960067496153862,0.8526039769600585,0.05337486577641544,"Miami-Dade County, Florida",0.744546977546541,0.175641599811275,0.0161245436232581,0.00172616842582507,61.7,0.8,1290097,3.6,60193.9895833333,50.6,347522.5,68.6,2.6,3.03,0.27877349504287,39.9,2712945,32.6,1429.53818776136,2.938953203089505
2024,12086,FL,0.4390392147006,0.5535026345734642,DEMOCRAT,0.4390392147006,-0.11446341987286418,0.7731651821293922,0.03731302194527378,"Miami-Dade County, Florida",0.240056847707261,0.137585825558287,0.0162531738149652,0.0026299462983638,65.7,0.9,1473556,2.7,76184,52.6,547200,43.2,1,347978,0.369678747257996,40.6,2838461,32.2,1495.67661488577,3.1
2012,12087,FL,0.496812351179046,0.492459738331157,DEMOCRAT,0.496812351179046,0.004352612847888959,0.7453306210868359,0.03590204211026867,"Monroe County, Florida",0.894277426512853,0.0738280153457472,0.00282051624804502,0.00541378711117646,64.2,1.8,38077,5.1,73470.5422473868,39.5,24239.512195122,57.2,1.8,2.49,0.298558085332127,46.7,74809,19.3,76.0992009130287,3.330768891687657
2016,12087,FL,0.4466076557276708,0.5156551626724422,DEMOCRAT,0.4466076557276708,-0.06904750694477135,0.7394520675814431,0.02055913376271819,"Monroe County, Florida",0.890385320636848,0.0832226816899984,0.0146186628223124,0.00147957054516484,65.4,2.3,42019,2.1,86116.6520833333,57.6,608950.625,58.2,2,2.54,0.334016905917071,46.3,79077,17.6,80.4408094026062,2.938953203089505
